nom,note,prix,categories,adresse,latitude,longitude
Backstage Café,3.8,€€,"French, Bars",31 bis rue Gaîté 75014 Paris France,48.8395,2.32353
Maison Edgar,4.0,N/A,"Cocktail Bars, French, Breakfast & Brunch",232 boulevard Raspail 75014 Paris France,48.83967,2.33008
Le Verre Siffleur,3.4,€€,"French, Bistros, Brasseries",73 rue d'Alésia 75014 Paris France,48.82779,2.32901
L'Esprit Parisien,5.0,N/A,Restaurants,179 Boulevard Brune 75014 Paris France,48.8238483,2.3235069
Café Signes,4.0,€,"Coffee & Tea, French, Cafes",33 ave Jean Moulin 75014 Paris France,48.82589,2.3226
66 rue raymond losserand,5.0,N/A,Brasseries,44 Rue Pernety 75014 Paris France,48.8341133,2.3179997
Le Baribal,4.1,€€,"Bars, French",186 rue Vaugirard 75015 Paris France,48.841890513781,2.3089872879311
Blue Buoï Café,4.3,€,"Bars, Brasseries",50 bd Vaugirard 75015 Paris France,48.84089,2.31568
Aux Artistes,3.9,€€,French,63 Rue Falguière 75015 Paris France,48.84048,2.31291
Thai Phanthong,5.0,€€,Thai,37 rue de l'Ouest 75014 Paris France,48.836478,2.3202945
Le Cantal 15,5.0,N/A,"Auvergnat, Brasseries",31 avenue du Maine 75015 Paris France,48.842823736077,2.32102278499986
Armandie,4.1,€€€,"French, Seafood",2 bis rue Petel 75015 Paris France,48.841843,2.29889
Pietro,4.0,€€,"Italian, Pizza",81 Rue Lecourne 75015 Paris France,48.84322,2.30475
Le Café du Commerce,3.6,€€€,French,51 rue du Commerce 75015 Paris France,48.84641,2.29533
Les Artisans,3.5,€€,"Brasseries, Cocktail Bars",106 rue Lecourbe 75015 Paris 15 France,48.8429,2.3031094
Les Nouilles Fraiches,4.9,N/A,"Chinese, Ramen",32 rue Frémicourt 75015 Paris France,48.8475092,2.29966
Le P'tit Gavroche,3.8,€€,"French, Bistros",88 rue Blomet 75015 Paris France,48.84115,2.3012
Au Roi du Café,4.1,€€,Bistros,59 rue Lecourbe 75015 Paris France,48.84374,2.30652
Dans ma cuisine,4.4,€,Sandwiches,140 bis rue recourbe 75015 Paris France,48.8419426,2.3002787
A la Tour Eiffel,3.7,€€,Brasseries,96 rue du Commerce 75015 Paris France,48.8437,2.29303
Au Dernier Métro,4.1,€€,French,70 boulevard de Grenelle 75015 Paris France,48.85036,2.29311
Le Petit Voisin,4.6,€€,French,167 rue Saint Charles 75015 Paris France,48.84466,2.28379
Caffé Cambronne,3.8,€€,"French, Cafes, Brasseries",5 place Cambronne 75015 Paris France,48.84747,2.30175
Good News Coffee Shop,4.8,N/A,"Breakfast & Brunch, Coffee & Tea",27 bis rue Mademoiselle 75004 Paris France,48.84368,2.2955899
L'Oustal,4.2,€€,"Brasseries, French",139 bd de Grenelle 75015 Paris France,48.8483632,2.3010924
Chez Eusebio,4.3,€€,Spanish,14 rue Miollis 75015 Paris France,48.84618,2.30496
Le Cosmos,5.0,N/A,Brasseries,10 rue Henri Duchêne 75015 Paris France,48.8471,2.29361
Akasaka,4.8,N/A,Korean,11 rue Beaugrenelle 75015 Paris France,48.84767,2.28564
Guylas,4.8,€€€,Persian/Iranian,68 rue des Entrepreneurs 75015 Paris France,48.845085,2.28945
Maison Privat,4.7,€,"Desserts, Bakeries, Sandwiches",7 place Cambronne 75015 Paris France,48.84754,2.30209
Senatore Caffé,4.0,N/A,"Pizza, Italian",54 rue Mademoiselle 75015 Paris France,48.8432977699984,2.30002608150244
Neige d'Eté,4.9,€€€€,French,12 rue de l'Amiral Roussin 75015 Paris France,48.8453598,2.2990401
Myung Ka,4.6,€€,Korean,19 Boulevard Garibaldi 75015 Paris France,48.84722,2.3043
Bong,4.1,€€€,Korean,42 rue Blomet 75015 Paris France,48.84272,2.30578
Cheminée,4.4,€€€,Persian/Iranian,60 bis rue Entrepreneurs 75015 Paris France,48.8455299,2.28811
Restaurant Le Bélisaire,4.0,€€€,Restaurants,2 rue Marmontel 75015 Paris France,48.83741,2.30094
Au Rendez Vous des Amis,4.2,€€,"French, Vietnamese",114 rue Blomet Paris 75015 Paris France,48.84035,2.2985
O Fil Rouge,4.5,N/A,French,69 rue Saint Charles 75015 Paris France,48.8481903,2.2869899
Le Borromée,4.5,N/A,"Bars, French, Brasseries",224 rue de Vaugirard 75015 Paris France,48.84073,2.30531
Le Coin d'Alexandre,5.0,€€€,French,86 rue Olivier de Serres 75015 Paris France,48.832253,2.293413
Le Radis Beurre,4.5,N/A,"Bistros, French",51 bd Garibaldi 75015 Paris France,48.84632,2.3078
142 Crêperie Contemporaine,4.4,€€,Creperies,59 rue Saint-Charles 75015 Paris France,48.848798,2.28751
Les Cafééries de Paris,5.0,€€,Cafes,201 rue de la Convention 75015 Paris France,48.83676,2.29807
Nonno,5.0,N/A,"Pizza, Italian",23 rue Lecourbe 75015 Paris France,48.844259142201,2.30892296880484
Chez Milo,4.3,N/A,Cafes,16 rue Maublanc 75015 75015 Paris France,48.8394761495658,2.3000156879425
Aux Cerises,4.5,€€,Cafes,47 avenue Suffren 75007 Paris 07 France,48.85367,2.29725
Bokko,5.0,N/A,Korean,11 place du Commerce 75015 Paris France,48.845282,2.292987
Khao Tip,4.8,€€,Thai,8 rue de la Procession 75015 Paris France,48.840206,2.305251
Novotel Café,5.0,N/A,French,Novotel Paris Vaugirard Montparnasse 257 rue de Vaugirard 75015 Paris France,48.8401108,2.3036101
L'Epopée,4.6,€€€,French,89 avenue Emile Zola 75015 Paris France,48.846744436209,2.2879467620389
Le Cherine,4.9,N/A,"Lebanese, Mediterranean",74 rue de la Croix Nivert 75015 Paris France,48.84457,2.2967
Cafe Beaugrenelle,3.8,€€,"Bars, French",89 rue Saint-Charles 75015 Paris France,48.8463732,2.2855172
O Coffeeshop,4.7,€€,"Cafes, Breakfast & Brunch",23 rue de Lourmel 75015 Paris France,48.84911,2.291145
Marie Edith,4.0,€€€,French,34 Rue Du Laos 75015 Paris France,48.84873,2.30126
Brasserie Laura,4.0,N/A,Brasseries,44 rue Paul Barruel 75015 Paris France,48.8373599,2.30583
Le Bon Pari!,5.0,N/A,French,225 rue de Vaugirard 75015 Paris France,48.8415514405984,2.30826321426057
Le Casse Noix,4.6,€€€,French,56 rue de la Fédération 75015 Paris 15 France,48.85348,2.29511
Amalfi,4.4,€€,"Italian, Pizza",4 rue Viala 75015 Paris France,48.85067,2.2918
Les Ecrivains,4.0,N/A,"Bars, Breakfast & Brunch",15 rue des Favorites 75015 Paris France,48.83892,2.30349
L'Antre Amis,4.2,€€€,French,9 rue Bouchut 75015 Paris France,48.846746,2.310219
Métropolitan,3.6,€€,"French, Cafes, Burgers",83 bd Grenelle 75015 Paris France,48.8501601,2.2950849
Ayothaya,4.3,€€,Thai,8 rue Tiphaine 75015 Paris France,48.84917,2.29515
L'Orchidée Asiatique,4.5,€,Chinese,20 bd Garibaldi 75015 Paris France,48.8469771,2.3038745
la Table Médiévale,5.0,€€,Restaurants,7 rue de Cadix 75015 Paris France,48.8344,2.28885
Café Basile,4.2,€€,Brasseries,2 boulevard Pasteur 75015 Paris France,48.84484,2.31063
Le Drapeau de la Fidelité,4.1,€,"Vietnamese, Asian Fusion",21 rue Copreaux 75015 Paris France,48.841676,2.307036
Le Commerce,3.3,€€,Brasseries,80 rue Commerce 75015 Paris France,48.8449893,2.2939925
Deuz,4.3,€€€,French,37 rue d'Alleray 75015 Paris France,48.8368587,2.3032243
Il Bari,4.4,N/A,"Cafes, Cocktail Bars",4 boulevard Garibaldi 75015 Paris France,48.8476041,2.30224
Arzeh,5.0,€,Lebanese,111 rue Cambronne 75015 Paris France,48.8413506,2.30373
Bernard du 15,4.0,€€,"French, Caribbean",62 rue des Entrepreneurs 75015 Paris France,48.845351,2.2887368
Le Primerose,3.5,€€,"Brasseries, Cafes",64 avenue de la Motte-Picquet 75015 Paris France,48.849707,2.298466
Le Roi du Couscous,4.0,€€,Moroccan,112 bd de Grenelle 75015 Paris France,48.8493578,2.296419
Le Cambodge,4.5,N/A,"Vietnamese, Cambodian, Chinese",2 rue Leriche 75015 Paris France,48.83592,2.29405
Le Relais du 15ème,4.2,N/A,Italian,78 avenue Emile Zola 75015 Paris France,48.84648,2.28674
Ristorantino Shardana,4.3,€€€,"Mediterranean, Italian",134 rue du Theatre 75015 Paris France,48.8456761230786,2.29639302939177
El Colissio,4.6,€,"Pizza, Italian",27 rue Violet 75015 Paris France,48.84847,2.29392
Au Moka,4.1,€€,"Brasseries, Wine Bars",92 boulevard de Grenelle 75015 PARIS 15 France,48.84983,2.29478
Lido Restaurant Chinois,4.5,€€,Restaurants,1 Rue D Ouessant 75015 Paris 15 France,48.85013,2.29652
Le 41 Pasteur,5.0,N/A,French,41 boulevard Pasteur 75015 Paris France,48.842496575623,2.31318801641464
Le Bistrot 12,4.5,€€,"Bistros, Cafes",22 avenue Félix Faure 75015 Paris France,48.84209,2.29035
Le Pierrot,3.2,€€,"French, Cafes, Breakfast & Brunch",67 avenue la Motte Picquet 75015 Paris France,48.8492135351766,2.29846577182775
La Cuillère en Bois,4.1,€,Creperies,108 Rue Entrepreneurs 75015 Paris France,48.84334,2.2939
Kohyang,4.6,€€,Korean,6 rue du Général Estienne 75015 Paris France,48.84406,2.28427
Les Pères Siffleurs,4.0,N/A,French,15 rue Gerbert 75015 Paris France,48.83934,2.29886
Au Goût Dujour,4.7,€€€,French,12 Rue Beaugrenelle 75015 Paris France,48.8475279,2.285597
Le Bois,4.4,N/A,"French, Bistros",29 rue Bois le Vent 75016 Paris France,48.8576,2.27402
Le Scheffer,4.3,€€,"Bistros, Brasseries",22 Rue Scheffer 75016 Paris France,48.861375787434,2.2830187002285
La Place Longchamp,4.4,N/A,French,84 rue de Longchamp 75116 Paris France,48.86549,2.28379
Bouillon Passy,4.4,€€,"Food, Italian",34 Rue Annonciation 75016 Paris France,48.8572381,2.2784151
Café à la Fontaine,4.0,€,Brasseries,12 rue de Boulainvilliers 75016 Paris France,48.85294804619,2.2759776947232
Le Forty-One,4.5,€,"Bistros, Brasseries, Cocktail Bars",41 rue Poussin 75016 Paris France,48.8484082,2.2607847
La Petite Tour,4.4,€€€,French,11 rue de la Tour 75016 Paris France,48.8591197309771,2.28314827036138
Maison Belleguic,5.0,€€,"Delicatessen, Creperies",1 rue Bois le Vent 75016 Paris France,48.85747,2.27729
Marcello,4.4,€€,Italian,10 bd Delessert 75016 75016 Paris France,48.8588295,2.2850399
Il Far'niente,4.5,€€,Italian,44 rue des Perchamps 75016 Paris France,48.849545,2.268463
Le Passy,3.9,€€,"French, Brasseries",2 rue de Passy 75016 Paris France,48.85844,2.28409
La Causerie,5.0,N/A,French,31 rue Vital 75116 Paris France,48.85895,2.27831
Jacques,5.0,N/A,French,129 avenue Victor Hugo 75116 Paris France,48.86791,2.2815
Crêperie Framboise Passy-Trocadéro,4.3,€€,"Creperies, Gluten-Free",10 bd Delessert 75016 Paris France,48.8588295,2.2850399
Le Beaujolais d'Auteuil,4.4,€€,Bistros,99 Boulevard de Montmorency 75016 Paris France,48.8485518362964,2.26078380985643
Chez Tony,4.4,N/A,Greek,34 rue Bois de Vent 75016 Paris France,48.8576813417333,2.2744495421648
Chez Antoine,4.1,€€,French,97 avenue Versailles 75016 Paris France,48.84529,2.27182
Pop's,4.8,N/A,"Pizza, Italian",38 rue du Ranelagh 75016 Paris France,48.85418,2.2759
Le National,4.8,N/A,Brasseries,30 rue de la Convention 75015 Paris France,48.8445974,2.2800116
Le Poincaré,3.9,€€€,"French, Brasseries, Wine Bars",22 avenue Raymond Poincaré 75116 Paris France,48.8650573,2.2865211
Schum,4.6,€€,"French, Bars",50 rue Lauriston 75116 Paris France,48.870032,2.290631
N°41,3.8,€€€,"Bistros, French",41 avenue Mozart 75016 Paris France,48.8552,2.27006
Bô Zinc,3.7,€€,"Brasseries, Bars, Breakfast & Brunch",59 ave Mozart 75016 Paris France,48.8545855,2.2693466
Palais du Bonheur,4.7,€€,"Chinese, Thai",131 rue Michel-Ange 75016 Paris France,48.839062,2.257758
Ozio,4.2,€€,"Italian, Pizza",29 bis rue St Didier 75016 Paris France,48.86631,2.28581
Le Stella,3.9,€€€,"French, Brasseries",133 avenue Victor Hugo 75016 Paris France,48.867555427657,2.28070483011613
Marcello Ristorante,4.5,€€,Bistros,10 bd Delessert 75016 Paris France,48.8587935,2.2851472
Lac Hong,4.2,€€,Vietnamese,67 rue Lauriston 75016 Paris France,48.869011,2.289861
Maison Eudes,5.0,€€,"Bakeries, Salad, Sandwiches",2 rue Girodet 75016 Paris France,48.84832,2.26411
La Regalia,4.1,€€,Cafes,1 rue de la Convention 75015 Paris France,48.84589,2.27763
Essaouira,4.5,€€,Moroccan,16 rue de Magdebourg 75116 Paris France,48.86445,2.28973
Le Bistro des Vignes,4.0,€€,"Breakfast & Brunch, French",1 rue Jean Bologne 75016 Paris France,48.856782,2.279785
L'Archeste,5.0,N/A,French,79 rue de la Tour 75116 Paris France,48.86179,2.27811
Amadeus Café,4.0,€€€,"French, Breakfast & Brunch",54 bis avenue Mozart 75016 Paris France,48.854944,2.269438
La Cantina,4.8,€€,Italian,11 rue Claude Terrasse 75016 Paris France,48.83976183757,2.26372328495764
Siu Yu,4.7,€€€,Chinese,3 rue Sextius Michel 75015 Paris France,48.851707,2.288904
Le Brandevin,3.9,N/A,"French, Bistros",29 rue du Docteur-Blanche 75016 Paris France,48.85375,2.26545
Aux Cocottes,4.4,N/A,French,29 rue Vineuse 75116 Paris France,48.86025,2.2844
La Cave de l'Os à Moelle,4.0,€€€,"French, Wine Bars",181 rue de Lourmel 75015 Paris France,48.83818,2.2819
La Rotonde de la Muette,3.2,€€€,Brasseries,12 chaussée de la Muette 75116 Paris France,48.8584108475904,2.273045
Pizzeria d'Auteuil,3.8,€€,"Italian, Pizza",81 rue Jean de la Fontaine 75016 Paris France,48.848561,2.265715
La Pieta,4.7,€€,Italian,8 ave Emila-Zola 75015 Paris France,48.8461021,2.2786725
Chez Nous2,4.5,€€,French,46 rue Balard 75015 Paris France,48.841747,2.277586
Le Viaduc d'Auteuil,3.5,N/A,Brasseries,52 rue Molitor 75016 Paris France,48.8454474522773,2.259098450902
La Matta,3.9,€€€,"Italian, Pizza",23 rue de l'Annonciation 75016 Paris France,48.85659,2.27935
Bistrot Bleriot,4.2,€€€,"Bistros, Wine Bars",7 avenue de Versailles 75016 Paris France,48.8507719,2.2775587
Bistrot 31,4.4,€€€,French,31 avenue Théophile Gautier 75016 Paris France,48.849906887964,2.2725124449354
Le Petit Boileau,4.5,€€,Bistros,98 rue Boileau 75016 Paris France,48.83986,2.26165
La Librairie,3.8,€€,"French, Breakfast & Brunch",2 rue Duban 75016 Paris France,48.8562453,2.2778825
Le Chalet,4.0,€€€,French,63 rue de la Pompe 75116 Paris France,48.86289342,2.27634616
Madison Caffe,3.8,N/A,"Pizza, Italian, Breakfast & Brunch",10 chaussée de la Muette 75116 Paris France,48.85834,2.27321
Nem 101,4.0,€€,Vietnamese,101 Rue Ranelagh 75016 Paris France,48.8556904,2.2695582
Bon,3.8,€€€€,"French, Pan Asian",25 rue de la Pompe 75116 Paris France,48.86018,2.2749799
L'Ogre,3.9,€€€,Bistros,1 avenue de Versailles 75016 Paris France,48.851161,2.278534
Au 16 Vin,4.0,€€,French,11 ave de Versailles 75016 Paris France,48.8504982,2.27741
Bistrot 41,5.0,N/A,"Brasseries, Bars",41 rue Rouget de Lisle 92130 Issy-les-Moulineaux France,48.827995,2.267317
Le Chasse-Marée,4.8,N/A,Seafood,62 Avenue Mozart 75016 Paris France,48.8543282,2.2690301
Honest Lawyer,3.9,€€,"Pubs, Sports Bars, Gastropubs",176 rue Pompe 75116 Paris France,48.8711174,2.2836364
Chaumette,4.1,€€€,"French, Brasseries",7 rue Gros 75016 Paris France,48.851249726523,2.2774143478267
Settebello,4.4,€€€,Italian,9 rue Duban 75016 Paris France,48.8568826,2.2777089
Giallo Oro,4.4,€€,"French, Italian",90 bis ave de Versailles 75016 Paris France,48.84528,2.27158
Le Polo,3.3,€€,French,109 ave Mozart 75016 Paris France,48.8509806873574,2.26746395859081
Radioeat,5.0,N/A,French,116 avenue du Président Kennedy Galerie Seine - 1er étage Maison de la Radio 75016 Paris France,48.852102,2.279131
Café Lamartine,4.0,€€,Cafes,182 avenue Victor Hugo 75116 Paris France,48.86591,2.27614
Le Gros 7,5.0,N/A,Italian,7 rue Gros 75016 Paris France,48.8512688,2.2773499
Les Petits Insolents,4.1,€€€,"Burgers, Bistros",2 place Léon Deubel 75016 Paris France,48.837666,2.259634
Big Buddha,3.5,N/A,Pan Asian,17 rue Bois le Vent 75016 Paris France,48.85754,2.27548
Café de la Mairie,4.0,N/A,Brasseries,82 rue de la Pompe 75116 Paris France,48.863765,2.2772812
Gloriette Café,4.2,N/A,Cafes,58 rue de la Convention 75015 Paris France,48.843359,2.282809
Mon Bistrot,4.4,€€€,"French, Bistros",33 rue Marcel Dassault 92100 Boulogne Billancourt France,48.8357,2.25355
Le Chalet des Iles,3.8,€€€,"French, Bars",14 chemin de Ceinture du Lac 75016 Paris France,48.863454,2.260424
Le Tournesol,3.2,€€€,French,2 avenue Lamballe 75016 Paris France,48.8545,2.28086
Le Bois le Vent,5.0,N/A,Lebanese,59 rue de Boulainvilliers 75016 Paris France,48.85765,2.27474
Le Récepteur,4.3,€€€,"French, Bistros",3 avenue Théophile Gauthier 75016 Paris France,48.851052,2.275261
Tagawa,4.4,€€€,Japanese,37 bis rue Rouelle 75015 Paris France,48.849828,2.289007
Bistrot Clara,4.8,N/A,Bistros,136 avenue Félix Faure 75015 Paris France,48.8376884,2.2799201
Les Filaos,4.1,€€,Restaurants,5 rue Guy de Maupassant 75116 Paris France,48.862764,2.2733143
Comice,4.7,N/A,French,31 avenue de Versailles 75016 Paris France,48.8495,2.2761
La Grenouille bleue,4.0,€€,"French, Tapas Bars",48 Rue Balard 75015 Paris France,48.84176,2.277731
Bistrot Paul Chêne,4.5,€€€€,Bistros,123 rue Lauriston 75116 Paris France,48.865739,2.285838
Chez Nelly,5.0,N/A,"Thai, Pan Asian",39 rue Jean de la Fontaine 75016 Paris France,48.85037,2.27052
Restaurant Roland-Garros,3.8,N/A,"French, Breakfast & Brunch",2 Avenue Gordon bennett 75016 Paris France,48.847398,2.251075
Au Relais Chardon,4.0,€€,"Bistros, Brasseries",81 rue Chardon Lagache 75016 Paris France,48.8412,2.26362
Da Enzo,4.2,€,Italian,129 rue de la Tour 75116 Paris 16 France,48.86344353,2.27397872
L'Astrance,4.3,€€€€,French,4 rue Beethoven 75016 Paris France,48.85844,2.28734
Eizosushi,4.6,N/A,"Japanese, Sushi Bars",98 Rue Balard 75015 Paris France,48.8377,2.27841
Woo-Jung,4.1,€€,Korean,8 Boulevard Delessert 75016 Paris France,48.85887,2.2852199
Le Pergolèse,4.4,€€,French,40 rue Pergolèse 75016 Paris France,48.87439,2.28289
L'Insolite,5.0,N/A,Brasseries,86 avenue de Villiers 75017 Paris France,48.8845,2.302087
Zino,4.0,€€€,Italian,97 avenue de Villiers 75017 Paris France,48.8842865,2.3001673
Il Etait une Oie dans le Sud Ouest,4.3,€€€,"French, French Southwest",8 Rue Gustave Flaubert 75017 Paris France,48.88145,2.2991
L'Aligot,4.9,N/A,Auvergnat,73 avenue Niel 75017 Paris France,48.8823099,2.29584
Le Tocqueville,4.0,N/A,"Bistros, Brasseries",55 Boulevard Pereire 75017 Paris France,48.887422,2.307471
Wim à Table,4.7,N/A,Bistros,45 rue des Moines 75017 Paris France,48.8899,2.320232
Le Trois-Quart,4.9,€€€,Bistros,49 Rue Laugier 75017 Paris France,48.88253,2.29417
ApéRock,4.4,€€,"French, Burgers, American",7 rue Bayen 75017 Paris France,48.8788,2.29549
La Braisière - Jacques Faussat,4.2,€€€,French Southwest,54 rue Cardinet 75017 Paris France,48.883273,2.306439
Fratelli,4.4,N/A,"Italian, Pizza",130 boulevard Malesherbes 75017 Paris France,48.884934,2.307959
L'Ecole Buissonnière,4.0,€€,Bistros,95 rue de Tocqueville 75017 Paris France,48.8881627461938,2.30648394746374
Le Refuge des Moines,4.6,€€€,"French, Bistros",85 Rue Moines 75017 Paris France,48.89192,2.32213
Le Comptoir d'alphonse,4.2,€€,French,10 place du Marechal Juin 75017 Paris France,48.8853,2.29696
Le P'tit Bougnat,3.8,€€,"French, Steakhouses, Wine Bars",118 boulevard Courcelles 75017 Paris France,48.8786783632371,2.29996385767208
Aux dés Calés,4.3,€€,Brasseries,181 rue Legendre 75017 Paris France,48.8920300545488,2.32612578732983
L'Imprévu,4.1,€€,French,2 rue Tocqueville 75017 Paris France,48.88188,2.31481
Le Bistrot de Mauna Loa,5.0,€€,Bistros,25 rue Jouffroy d'Abbans 75017 Paris France,48.8860207,2.31006
Le Jardin d'Ampère,4.1,€€€€,"French, Bars",102 Avenue de Villiers 75017 Paris France,48.884626,2.299764
Restaurant Brigitte,4.4,€€€€,French,16 avenue de Villiers 75017 Paris France,48.882,2.31401
Café des dames,5.0,€€,"Bistros, Brasseries",8 Avenue de Villiers Metro villiers 75017 Paris France,48.881681,2.315392
Le Cercle Rouge,4.0,€€,French,136 Avenue Wagram 75017 Paris France,48.88566,2.30366
Puerta del Sol,4.9,€€,Peruvian,13 rue de la Félicite 75017 Paris France,48.88676,2.30981
Le Franc Tireur,4.2,€€,Brasseries,34 rue d'Armaillé 75017 Paris France,48.8790379940633,2.29108138528464
Les Messugues,4.5,€€€,French,8 rue Léon Jost 75017 Paris France,48.880122248126,2.30326132650721
Chez Karl et Erick,3.9,€€,French,20 rue de Tocqueville 75017 Paris France,48.88281,2.31352
Le Dome,2.6,€€€€,"Bars, Cafes",4 avenue de Villiers 75017 Paris France,48.8816275,2.3157601
Formaticus,4.7,N/A,"Cheese Shops, Desserts, Salad",16 rue Brochant 75017 Paris France,48.88877,2.3179599
Little Nonna,4.1,N/A,"Pizza, Gluten-Free",12 avenue Niel 75017 Paris France,48.87957,2.294911
Le Boeuf Maillot,4.3,€€€,Bistros,99 avenue des Ternes 75017 Paris France,48.8803580232901,2.28566989302635
Rooster,5.0,N/A,French,137 rue Cardinet 75017 Paris France,48.886745,2.313088
Le Bordeluche,4.5,€€,French,103 rue des Dames 75017 Paris France,48.8829160692409,2.3179941996932
Les Deux Coupoles,4.0,N/A,French,192 avenue de Clichy 75017 Paris France,48.894272,2.314278
La Zuppiera,3.7,N/A,Italian,154 Avenue Wagram 75017 Paris France,48.88699,2.30462
Misa Bulgogi,4.7,N/A,Korean,26 rue Brey 75017 Paris France,48.877174,2.295449
Le Café Ponce,4.6,€€,"Cafes, Coffee & Tea",17 rue Poncelet 75017 Paris France,48.8791809,2.2969899
La Marée,4.0,€€€,Seafood,1 rue Daru 75008 Paris France,48.877449,2.300583
A l'Improviste,4.2,N/A,French,21 rue Médéric 75017 Paris France,48.88105,2.30404
Les Vendanges,5.0,N/A,"French, Gastropubs",65 bd Jean Jaures 92110 Clichy France,48.9011051891588,2.30526470127753
L'Huîtrier,4.2,€€€,"French, Seafood",16 rue Saussier Leroy 75017 Paris France,48.879802,2.296048
Break,4.3,N/A,"Cocktail Bars, French, American",119 boulevard Pereire 75017 Paris France,48.8855,2.29888
Petrus Exploitation,4.8,N/A,Restaurants,12 place Mar Juin 75017 Paris France,48.8852199,2.29653
Le Petit Monceau,4.6,N/A,French,93 Rue Monceau 75008 Paris France,48.8805,2.31647
T Thaï,4.6,€€,Thai,18 Rue Brey 75017 Paris France,48.87659,2.29564
L'Elysée Saint Honoré,3.6,€€€,French,205 rue du Faubourg Saint-Honoré Saint-Honoré 75008 Paris France,48.876504,2.301671
Le Poncelet,4.5,N/A,Cafes,83 avenue de Wagram 75017 Paris France,48.88024,2.29949
La P'tite Cuisine,4.6,N/A,Brasseries,23 rue Poncelet 75017 Paris France,48.879462,2.2975133
Le Vieux Crapaud,4.9,N/A,French,16 rue Lauriston 75116 Paris France,48.8717885462766,2.29239356812286
Coretta,4.5,€€€,Bistros,151bis rue Cardinet 75017 Paris France,48.88966,2.31628
La Marmite de Boeuf,3.8,€€,Chinese,9 Rue Barye 75017 Paris France,48.8816,2.30318
Le Verre Moutarde,4.0,€€,"Bistros, Wine Bars",145 rue de Saussure 75017 Paris France,48.889787,2.3058463
Le Hameau,4.1,N/A,French,84 avenue des Ternes 75017 Paris France,48.880267,2.288061
Phô 520,4.8,N/A,Vietnamese,10 rue de Constantinople 75008 Paris France,48.8801217,2.320406
La Recoleta,4.3,€€,Argentine,119 ave de Villiers 75017 Paris 17 France,48.8851034,2.295054
Phébé,4.8,€€,French,190 rue de Courcelles 75017 Paris 17 France,48.885498,2.296771
Le Jean Bart,4.0,N/A,"French, Brasseries, Tea Rooms",2 rue Jouffroy D'Abbans 75017 Paris France,48.887547,2.313331
LeGendre Idéal,4.9,€€€,French,92 rue Legendre 75017 Paris France,48.88726,2.31952
L'Endroit,3.8,€€,Bistros,67 place du Docteur Félix Lobligeois 75017 Paris France,48.8863352740086,2.318149
Abydoise,4.4,N/A,"French, Seafood",3 villa Berthier 75017 Paris France,48.8853071775556,2.29329639464572
Petit Boutary,4.5,N/A,"French, Bistros, Gastropubs",16 rue Jacquemont 75017 Paris France,48.887825,2.322425
Au Petit Chavignol,3.6,€€,French,78 Rue Tocqueville 75017 Paris France,48.88544,2.31024
Bouclier de Bacchus,5.0,N/A,"Wine Bars, Beer, Wine & Spirits, French",3 rue de Phalsbourg 75017 Paris France,48.8814,2.30891
La Halte du Sacré Coeur,4.0,€€,"French, Brasseries, Cafes",45 Rue Custine 75018 Paris France,48.88942,2.34422
Alix et Mika French Cut Lovers,4.4,N/A,French,37 rue Lamarck 75018 Paris France,48.88929,2.3415499
La Mascotte,4.1,€€€,"Brasseries, Bars",52 rue des Abbesses 75018 Paris France,48.88561,2.3354092
La Maison Rose,3.8,€€€,French,2 rue de l'Abreuvoir 75018 Paris France,48.887969665002,2.33965104092
Le Cépage Montmartrois,3.8,€€,Brasseries,65 Rue Caulaincourt 75018 Paris France,48.889605,2.335844
La Boîte aux Lettres,4.8,€€€,French,108 rue Lepic 75018 Paris France,48.8868300540186,2.3381794989109
Chez Plumeau,4.1,€€€,French,4 place du Calvaire 75018 Paris France,48.88632,2.3403
Le Consulat,3.9,€€,French,18 rue Norvins 75018 Paris France,48.887,2.34005
La Souris Verte,4.3,€€,"Nightlife, French, Corsican",190 rue Marcadet 75018 Paris France,48.89155,2.33599
Le Moulin de la Galette,3.9,€€€,French,83 rue Lepic 75018 Paris France,48.88734,2.33705
Mademoiselle Raymonde,4.6,N/A,Bistros,1 bis rue Félix Ziem 75018 Paris France,48.88917,2.33334
Le Grain de Folie Montmartre,4.5,N/A,Bistros,28 rue la Vieuville 75018 Paris France,48.884914,2.340528
La Taverne de Montmartre,4.1,€€,French,25 rue Gabrielle 75018 Paris France,48.885775,2.340414
Le Coq & Fils - The Poultry House,4.4,€€€€,Rotisserie Chicken,98 Rue Lepic 75018 Paris France,48.887261205041,2.3370014478986
La Renaissance,4.2,€€,Bistros,112 rue Championnet 75018 Paris France,48.8957649,2.3395743
The Hardware Société,4.6,€€,"Coffee & Tea, Breakfast & Brunch, Australian",10 rue Lamarck 75018 Paris France,48.88688,2.3445299
Bistrot le Sainte Isaure,4.4,€,"Bars, Cafes, Coffee & Tea",4 rue Saint Isaure 75018 Paris France,48.893,2.34396
La Part des Anges,4.7,€€€,French,10 rue Garreau 75018 Paris France,48.886047,2.336955
Soul Kitchen,4.5,€€,"Coffee & Tea, Desserts, Breakfast & Brunch",33 rue Lamarck 75018 Paris France,48.88916,2.342305
LouLou Montmartre,4.4,N/A,French,8 rue Lamarck 75018 Paris France,48.88676,2.34446
